image_path,prob_malignant,entropy,descriptors,magnification
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\benign\SOB_B_A-14-22549AB-400-002.png,0.45560047,0.6891993,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\benign\SOB_B_TA-14-21978AB-400-007.png,0.5714619,0.6828985,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\benign\SOB_B_TA-14-21978AB-400-008.png,0.6571873,0.64288354,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\benign\SOB_B_TA-14-21978AB-400-009.png,0.44447896,0.6869693,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\benign\SOB_B_TA-14-21978AB-400-010.png,0.5430705,0.68943244,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\benign\SOB_B_TA-14-21978AB-400-012.png,0.42633736,0.6822552,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-001.png,0.7034976,0.6078716,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-002.png,0.3551929,0.6506021,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-003.png,0.6178491,0.6651073,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-004.png,0.53093356,0.6912322,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-006.png,0.3998807,0.67296326,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-007.png,0.34090537,0.6416342,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-008.png,0.59824824,0.67371553,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-010.png,0.6538189,0.6450505,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-012.png,0.31259853,0.6211641,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-013.png,0.40609115,0.67540425,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-014.png,0.6473537,0.6490694,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-017.png,0.5899762,0.67686725,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-019.png,0.5967347,0.6743134,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-020.png,0.4277771,0.6826783,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-021.png,0.5653574,0.6845795,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-024.png,0.614905,0.6665034,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-026.png,0.6397982,0.65353423,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-027.png,0.40144286,0.6735923,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-029.png,0.4729158,0.69167936,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-030.png,0.31688297,0.62449753,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-032.png,0.2878557,0.60022056,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-033.png,0.52612036,0.691782,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-034.png,0.37945908,0.6637987,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-035.png,0.4205954,0.68048346,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-036.png,0.4875135,0.69283533,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-12312-400-038.png,0.6530762,0.6455215,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-002.png,0.32152608,0.62801445,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-003.png,0.42757806,0.68262035,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-004.png,0.5072697,0.69304144,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-005.png,0.341659,0.6421298,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-007.png,0.4048653,0.6749351,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-008.png,0.6715771,0.63305616,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-010.png,0.42339978,0.6813656,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-011.png,0.69709176,0.6133083,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-014.png,0.67664766,0.62937057,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-015.png,0.4190066,0.6799693,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-018.png,0.5633314,0.68510383,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-019.png,0.67844,0.6280398,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-021.png,0.40982696,0.6767955,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-023.png,0.4643962,0.6906098,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-024.png,0.30601105,0.6158718,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-027.png,0.35648757,0.65137047,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-029.png,0.3706002,0.65927434,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-031.png,0.2951533,0.60670155,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-032.png,0.6683111,0.6353682,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-13993-400-034.png,0.6563695,0.64341426,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-001.png,0.45753622,0.68953645,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-002.png,0.50762254,0.69303095,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-004.png,0.7050645,0.6065119,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-005.png,0.56425244,0.6848675,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-006.png,0.407969,0.6761108,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-007.png,0.6422182,0.65213126,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-008.png,0.60523367,0.6708324,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-010.png,0.6474644,0.64900213,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-011.png,0.6582409,0.64219534,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-012.png,0.48322132,0.69258404,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-014.png,0.6682753,0.63539326,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-015.png,0.6672937,0.6360786,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-016.png,0.5491,0.6883178,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-017.png,0.6741069,0.63123196,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-020.png,0.3360414,0.6383748,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-021.png,0.35151932,0.64838207,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-022.png,0.5396464,0.6900002,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-023.png,0.47109035,0.6914747,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-024.png,0.6440658,0.65104294,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-026.png,0.4432148,0.68668413,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-027.png,0.66134304,0.64014065,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-028.png,0.494882,0.69309485,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-029.png,0.6723431,0.63250685,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-14946-400-031.png,0.62248325,0.66283536,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-001.png,0.47642004,0.6920347,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-002.png,0.5898282,0.676921,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-003.png,0.6234042,0.662373,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-005.png,0.55630356,0.68679357,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-009.png,0.57299465,0.68245256,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-010.png,0.59095407,0.6765094,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-011.png,0.42298192,0.68123627,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-013.png,0.54426986,0.6892224,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-014.png,0.67191625,0.6328132,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-15696-400-015.png,0.58741933,0.6777841,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-17915-400-004.png,0.5971115,0.6741654,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-17915-400-005.png,0.68463707,0.62332463,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-17915-400-007.png,0.6695137,0.6345225,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-17915-400-009.png,0.6850439,0.6230089,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_DC-14-17915-400-012.png,0.6848255,0.6231785,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-001.png,0.603419,0.67160106,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-002.png,0.54272,0.6894927,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-004.png,0.382391,0.6652225,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-005.png,0.6727652,0.63220304,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-008.png,0.42255902,0.68110454,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-010.png,0.43795958,0.6854292,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-011.png,0.45164293,0.6884631,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-012.png,0.33103418,0.63490856,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-013.png,0.45854542,0.68970627,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-014.png,0.61408305,0.6668866,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-016.png,0.6266991,0.6606891,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-017.png,0.42035338,0.68040586,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-12773-400-018.png,0.33380958,0.6368438,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\400X\malignant\SOB_M_MC-14-19979-400-001.png,0.60852623,0.6694027,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,400x
