image_path,prob_malignant,entropy,descriptors,magnification
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\benign\SOB_B_A-14-22549AB-100-001.png,0.29976395,0.6106641,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-016.png,0.54175365,0.6896564,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-017.png,0.5543506,0.68722755,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-019.png,0.6316212,0.65808725,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-020.png,0.552954,0.6875284,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-021.png,0.42139757,0.6807391,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-022.png,0.69735765,0.6130865,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-023.png,0.71214426,0.60022056,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-025.png,0.5802962,0.68019617,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-026.png,0.65704554,0.64297575,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-027.png,0.4364964,0.6850599,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-028.png,0.6445629,0.6507476,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-029.png,0.5747232,0.6819381,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-030.png,0.45020247,0.6881794,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-032.png,0.32392856,0.6297953,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-033.png,0.37797344,0.6630633,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-034.png,0.6038747,0.6714093,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-035.png,0.66085696,0.64046544,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-036.png,0.45586377,0.68924606,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-037.png,0.58886516,0.677269,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-038.png,0.6262838,0.66090393,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-039.png,0.5657539,0.6844749,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-12312-100-040.png,0.49829754,0.69314134,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-001.png,0.56045306,0.6858201,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-006.png,0.6888093,0.6200501,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-007.png,0.687803,0.6208473,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-010.png,0.65023243,0.6473026,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-011.png,0.65816945,0.6422422,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-013.png,0.516696,0.6925895,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-014.png,0.5606514,0.6857718,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-015.png,0.62032926,0.66390276,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-016.png,0.6221143,0.66301954,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-018.png,0.68068594,0.62635136,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-019.png,0.5213545,0.6922349,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-020.png,0.62296164,0.6625956,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-021.png,0.5669202,0.68416363,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-024.png,0.5864072,0.67813957,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-025.png,0.6039154,0.6713921,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-026.png,0.69149315,0.6179007,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-027.png,0.56754124,0.6839956,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-028.png,0.58281976,0.6793655,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-029.png,0.62711746,0.66047204,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-030.png,0.4811079,0.6924332,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-031.png,0.47267058,0.69165266,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-032.png,0.3656117,0.6565788,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-033.png,0.46955255,0.6912919,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-034.png,0.708741,0.6032751,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-036.png,0.6459938,0.6498914,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-038.png,0.5126293,0.6928282,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-039.png,0.6454378,0.65022516,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-040.png,0.70160645,0.60949695,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-13993-100-041.png,0.5887474,0.67731124,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-002.png,0.44876614,0.68788815,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-003.png,0.46566775,0.6907879,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-004.png,0.34045044,0.6413338,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-005.png,0.55027705,0.68808305,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-006.png,0.46019292,0.68997467,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-009.png,0.6463928,0.64965105,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-011.png,0.44048172,0.68604547,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-014.png,0.65757406,0.64263153,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-015.png,0.5103288,0.6929338,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-017.png,0.36940935,0.65864056,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-018.png,0.50445086,0.6931076,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-019.png,0.68959814,0.61942184,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-020.png,0.49250084,0.6930347,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-021.png,0.4722867,0.69161034,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-022.png,0.43829983,0.6855139,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-023.png,0.54562706,0.6889777,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-024.png,0.62237036,0.66289175,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-025.png,0.3574731,0.6519505,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-027.png,0.35984957,0.65333164,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-028.png,0.5233223,0.6920589,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-029.png,0.5169081,0.69257534,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-030.png,0.52357423,0.69203526,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-031.png,0.5430636,0.6894336,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-14946-100-032.png,0.3489969,0.6468234,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-15696-100-022.png,0.6686815,0.6351085,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-001.png,0.658918,0.6417505,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-005.png,0.70440876,0.60708237,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-009.png,0.55995786,0.6859399,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-010.png,0.5028439,0.69313097,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-013.png,0.5822726,0.67954785,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-014.png,0.6598757,0.64111793,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-17915-100-015.png,0.55613005,0.6868327,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-003.png,0.66310894,0.6389517,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-004.png,0.5697914,0.6833736,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-005.png,0.5863745,0.678151,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,100x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\100X\malignant\SOB_M_DC-14-20629-100-006.png,0.63561386,0.6559001,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,100x
