image_path,prob_malignant,entropy,descriptors,magnification
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\benign\SOB_B_A-14-22549AB-200-007.png,0.39328298,0.67019403,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-013.png,0.58330274,0.67920357,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-020.png,0.7386264,0.57448876,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-025.png,0.6917697,0.61767733,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-026.png,0.3754848,0.6618104,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-027.png,0.48656374,0.69278604,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-028.png,0.7502038,0.56211114,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-029.png,0.7932711,0.5095903,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-031.png,0.53575236,0.6905886,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-032.png,0.4016467,0.67367375,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-13993-200-034.png,0.81819785,0.47411516,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-002.png,0.673243,0.6318582,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-003.png,0.32705382,0.63207245,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-004.png,0.6392596,0.65384305,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-005.png,0.50224704,0.69313705,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-008.png,0.33891988,0.6403165,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-013.png,0.6558811,0.6437298,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-017.png,0.4209545,0.6805982,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-018.png,0.62121236,0.6634675,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-019.png,0.43241468,0.6839836,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-022.png,0.26815173,0.58141184,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-023.png,0.58483624,0.6786829,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-024.png,0.7441241,0.5686989,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-025.png,0.75411785,0.55776584,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-027.png,0.1823143,0.47488466,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-030.png,0.5971064,0.6741675,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-032.png,0.77966154,0.527336,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-14946-200-033.png,0.5477832,0.6885737,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-15696-200-007.png,0.7232461,0.58986133,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_DC-14-15696-200-018.png,0.807153,0.4903249,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-002.png,0.5944,0.67521703,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-003.png,0.4204648,0.6804416,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-004.png,0.38349256,0.6657481,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-005.png,0.6050293,0.67091966,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-006.png,0.49472043,0.69309145,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-007.png,0.31067505,0.61963975,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-008.png,0.7342635,0.5789721,Moderate activation intensity; Localized activation clusters; High structural heterogeneity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-009.png,0.21704103,0.5231373,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-010.png,0.59998214,0.6730189,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-011.png,0.2892573,0.6014853,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-012.png,0.44535127,0.6871623,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-015.png,0.25273776,0.56532294,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-016.png,0.24066062,0.5518402,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-12773-200-017.png,0.51584435,0.6926451,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-001.png,0.6409725,0.6528566,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-003.png,0.73461187,0.5786176,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Fragmented activation pattern,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-005.png,0.41806543,0.6796599,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-006.png,0.7586252,0.55265945,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-008.png,0.81298125,0.48187113,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-014.png,0.8301986,0.45557117,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-017.png,0.75153905,0.56063795,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
C:\Users\91826\Desktop\dataset_cancer_v1\classificacao_binaria\200X\malignant\SOB_M_MC-14-19979-200-018.png,0.7979988,0.5031642,Moderate activation intensity; Localized activation clusters; Moderate structural uniformity; Compact activation structure,200x
